274298.311	4180531.672	1221.67536238301
274295.954	4180534.189	1221.2773643582
274293.361	4180536.373	1221.10951721589
274290.217	4180541.641	1221.37511402848
274286.144	4180547.433	1222.64887790061
274281.127	4180550.754	1221.50370042645
274274.673	4180555.422	1221.70257836835
274270.666	4180560.414	1221.67332740521
274266.09	4180564.647	1221.6242771805
274264.681	4180571.929	1221.8743466796
274263.492	4180577.08	1221.88208349083
274263.144	4180581.993	1222.1517608428
274261.719	4180587.498	1222.54486238393
274256.986	4180591.457	1223.24665480328
274253.74	4180595.733	1223.37869958348
274250.862	4180600.751	1222.43909184502
274246.373	4180602.941	1222.54100047035
274243.822	4180605.59	1222.56097498205
274238.642	4180608.924	1222.85497934403
274235.038	4180612.18	1222.68084407744
274225.626	4180616.494	1223.53082477504
274222.683	4180617.398	1224.22104333924
274214.848	4180618.819	1221.72131107896
274205.757	4180619.097	1221.15238774167
274201.626	4180620.281	1221.03326256455
274195.245	4180620.768	1221.07276399029
274188.192	4180621.198	1220.58205353954
274183.408	4180622.412	1220.42576754898
274178.284	4180624.354	1220.16131011434
274170.985	4180624.933	1219.89122400154
274165.787	4180625.437	1219.86218683869
274158.912	4180625.147	1219.88548322987
274151.208	4180624.055	1219.03673002783
274146.597	4180624.586	1219.00866237158
274143.522	4180625.83	1218.95770923358
274136.9	4180628.145	1219.12456351465
274129.958	4180628.425	1218.46393576138
274124.089	4180628.985	1218.08135323501
274118.172	4180628.25	1218.03192960473
274114.567	4180628.696	1217.95910927576
274107.567	4180626.422	1217.28886545469
274099.716	4180627.352	1217.36954226623
